London Has Fallen	5.9	Action, Crime, Drama
Nancy Drew	5.9	Comedy, Crime, Family
Peace, Love & Misunderstanding	5.9	Comedy, Drama, Music
Phantom	5.9	Action, Drama, History
School for Scoundrels	5.9	Comedy
Snake Eyes	5.9	Crime, Mystery, Thriller
Star Wars: The Clone Wars	5.9	Animation, Action, Adventure
Teenage Mutant Ninja Turtles	5.9	Action, Adventure, Comedy
The Ant Bully	5.9	Animation, Adventure, Comedy
The Canal	5.9	Horror, Mystery, Thriller
The Host	5.9	Action, Adventure, Romance
The Invasion	5.9	Sci-Fi, Thriller
The Letters	5.9	Drama
The One I Wrote for You	5.9	Drama, Family, Music
The Texas Chainsaw Massacre: The Beginning	5.9	Horror
The Wraith	5.9	Action, Horror, Romance
To the Wonder	5.9	Drama, Romance
True Memoirs of an International Assassin	5.9	Action, Comedy
War on Everyone	5.9	Action, Comedy
2 Days in New York	6.0	Comedy, Drama, Romance
A Tale of Love and Darkness	6.0	Biography, Drama
Baby's Day Out	6.0	Adventure, Comedy, Crime
Backcountry	6.0	Drama, Horror, Thriller
Bedazzled	6.0	Comedy, Fantasy
Blue Caprice	6.0	Biography, Crime, Drama
Dream House	6.0	Drama, Mystery, Thriller
Evolution	6.0	Comedy, Sci-Fi
For a Good Time, Call...	6.0	Comedy
How the Grinch Stole Christmas	6.0	Comedy, Family, Fantasy
LUV	6.0	Crime, Drama
Mojin: The Lost Legend	6.0	Action, Horror, Thriller
Piglet's Big Movie	6.0	Animation, Adventure, Comedy
Plastic	6.0	Action, Comedy, Crime
Playing It Cool	6.0	Comedy, Romance
Sahara	6.0	Action, Adventure, Comedy
Soldier	6.0	Action, Drama, Sci-Fi
Starry Eyes	6.0	Drama, Fantasy, Horror
Take Me to the River	6.0	Drama
The Gambler	6.0	Crime, Drama, Thriller
The Keeping Room	6.0	Drama, Western
The Look of Love	6.0	Biography, Comedy, Drama
The Other Woman	6.0	Comedy, Romance
The Riot Club	6.0	Drama, Thriller
The Rite	6.0	Drama, Horror, Mystery
Valhalla Rising	6.0	Adventure, Drama, Fantasy
Waiting for Forever	6.0	Comedy, Drama, Romance
13 Going on 30	6.1	Comedy, Fantasy, Romance
Bee Movie	6.1	Animation, Adventure, Comedy
Circle	6.1	Drama, Horror, Mystery
Crouching Tiger, Hidden Dragon: Sword of Destiny	6.1	Action, Adventure, Drama
Devil's Knot	6.1	Biography, Crime, Drama
Drinking Buddies	6.1	Comedy, Drama, Romance
Felony	6.1	Thriller
God's Pocket	6.1	Crime, Drama
Hellion	6.1	Drama, Thriller
Hot Girls Wanted	6.1	Documentary
Larry Crowne	6.1	Comedy, Drama, Romance
Magic Mike	6.1	Comedy, Drama
Masti	6.1	Comedy, Crime, Mystery
Noma: My Perfect Storm	6.1	Documentary
On the Road	6.1	Adventure, Drama, Romance
Super High Me	6.1	Documentary, Comedy
Sword Master	6.1	Action, Drama
The Den	6.1	Horror, Mystery, Thriller
The Ones Below	6.1	Drama, Thriller
The Overnight	6.1	Comedy, Mystery
The Sacrament	6.1	Horror, Thriller
The Switch	6.1	Comedy, Drama, Romance
The Waterboy	6.1	Comedy, Sport
V/H/S/2	6.1	Horror, Thriller
Video Games: The Movie	6.1	Documentary, Animation, History
War Machine	6.1	Comedy, Drama, War
We're Back! A Dinosaur's Story	6.1	Animation, Adventure, Comedy
Welcome to the Punch	6.1	Action, Crime, Thriller
Adore	6.2	Drama, Romance
Adult World	6.2	Comedy, Drama
Alice Through the Looking Glass	6.2	Adventure, Family, Fantasy
Anger Management	6.2	Comedy
Ballet 422	6.2	Documentary, Music, Sport
Being Charlie	6.2	Drama, Romance
Chinese Zodiac	6.2	Action, Adventure
Cuban Fury	6.2	Comedy, Romance, Sport
Dead Silence	6.2	Horror, Thriller
Disorder	6.2	Drama, Thriller
Dough	6.2	Comedy, Drama
Freedom	6.2	Drama, Music
I'm Still Here	6.2	Comedy, Drama, Music
Ip Man: The Final Fight	6.2	Action, Biography, Drama
Knowing	6.2	Drama, Mystery, Sci-Fi
La mujer de mi hermano	6.2	Drama
Last Knights	6.2	Action, Adventure
Lovelace	6.2	Biography, Drama
Mental	6.2	Comedy, Drama
Midnight's Children	6.2	Drama
Monster Hunt	6.2	Animation, Action, Adventure
Next	6.2	Action, Sci-Fi, Thriller
Proof of Life	6.2	Action, Drama, Thriller
Room in Rome	6.2	Drama, Romance
Seeking Justice	6.2	Action, Drama, Thriller
Shadow Dancer	6.2	Drama, Thriller
Sky High	6.2	Adventure, Comedy, Family
Taking Lives	6.2	Crime, Mystery, Thriller
The Bodyguard	6.2	Action, Drama, Music
The Eyes of My Mother	6.2	Drama, Horror
The Face of Love	6.2	Drama, Romance
The Forbidden Room	6.2	Comedy, Mystery
The Seventh Fire	6.2	Documentary, Drama, Family
The Two Faces of January	6.2	Romance, Thriller
Tiny Furniture	6.2	Comedy, Drama, Romance
Tomorrow, When The War Began	6.2	Action, Adventure, Drama
Trapped	6.2	Action, Crime, Drama
A Lonely Place to Die	6.3	Adventure, Crime, Thriller
All Good Things	6.3	Crime, Drama, Mystery
Before I Go to Sleep	6.3	Drama, Mystery, Thriller
Better Living Through Chemistry	6.3	Comedy, Drama
Camp	6.3	Comedy, Musical, Drama
Chalet Girl	6.3	Comedy, Romance, Sport
David Brent: Life on the Road	6.3	Comedy, Music
Deadfall	6.3	Crime, Drama, Thriller
Deathgasm	6.3	Comedy, Horror, Music
Decoding Annie Parker	6.3	Drama
Drift	6.3	Drama, Sport
Eisenstein in Guanajuato	6.3	Biography, Comedy, Drama
Get Santa	6.3	Comedy, Family
Go for Sisters	6.3	Crime, Drama, Thriller
Goosebumps	6.3	Adventure, Comedy, Family
It's a Boy Girl Thing	6.3	Comedy, Fantasy, Romance
Jeremy Scott: The People's Designer	6.3	Documentary
Johnny English Reborn	6.3	Action, Adventure, Comedy
King Arthur	6.3	Action, Adventure, Drama
Koch	6.3	Documentary, Biography, History
Krrish	6.3	Action, Adventure, Romance
Legendary	6.3	Drama, Sport
License to Drive	6.3	Comedy
Lost and Love	6.3	Drama
Max Rose	6.3	Drama
Memories of the Sword	6.3	Action, Drama, History
Room 237	6.3	Documentary
Sausage Party	6.3	Animation, Adventure, Comedy
Spectral	6.3	Action, Mystery, Sci-Fi
The Angry Birds Movie	6.3	Animation, Action, Adventure
The Astronaut Farmer	6.3	Adventure, Drama, Sci-Fi
The Craft	6.3	Drama, Fantasy, Horror
The Dead Lands	6.3	Action, Adventure
The Disappearance of Eleanor Rigby: Them	6.3	Drama
The Discovery	6.3	Drama, Mystery, Romance
The Money Pit	6.3	Comedy
Thunder and the House Of Magic	6.3	Animation, Adventure, Comedy
Wyrmwood: Road of the Dead	6.3	Action, Comedy, Horror
23 Blast	6.4	Drama, Family, Sport
A Ballerina's Tale	6.4	Documentary
A Long Way Down	6.4	Comedy, Drama
ARQ	6.4	Sci-Fi, Thriller
Ain't Them Bodies Saints	6.4	Crime, Drama, Romance
Always	6.4	Fantasy, Romance
Behind Enemy Lines	6.4	Action, Drama, Thriller
Being Flynn	6.4	Drama
Big Daddy	6.4	Comedy, Drama
Cake	6.4	Drama
Centurion	6.4	Action, Adventure, Drama
Chevalier	6.4	Comedy, Drama
Elizabethtown	6.4	Comedy, Drama, Romance
Everything Must Go	6.4	Comedy, Drama
Freakonomics	6.4	Documentary
Good Kill	6.4	Drama, Thriller
He Never Died	6.4	Comedy, Drama, Fantasy
Heaven Knows What	6.4	Drama
John Dies at the End	6.4	Comedy, Horror, Sci-Fi
Less Than Zero	6.4	Crime, Drama
Minions	6.4	Animation, Action, Adventure
Mona Lisa Smile	6.4	Drama
Monsters	6.4	Drama, Sci-Fi, Thriller
Natural Selection	6.4	Comedy, Drama
Phenomenon	6.4	Drama, Fantasy, Romance
Pooh's Heffalump Movie	6.4	Animation, Comedy, Family
Sophie and the Rising Sun	6.4	Drama
Switchback	6.4	Crime, Mystery, Thriller
The Assassin	6.4	Action, Drama, History
The BFG	6.4	Adventure, Family, Fantasy
The Brothers	6.4	Comedy, Drama
The Fury	6.4	Horror, Sci-Fi
The Good Son	6.4	Drama, Horror, Thriller
The Inbetweeners 2	6.4	Comedy
The Longest Yard	6.4	Comedy, Crime, Sport
The Mighty Ducks	6.4	Comedy, Drama, Family
The Parent Trap	6.4	Adventure, Comedy, Drama
White Bird in a Blizzard	6.4	Drama, Mystery, Thriller
Wizards of Waverly Place: The Movie	6.4	Adventure, Comedy, Drama
A Royal Night Out	6.5	Comedy, Drama, Romance
An American Tail: Fievel Goes West	6.5	Animation, Adventure, Family
Byzantium	6.5	Drama, Fantasy, Horror
Charlie St. Cloud	6.5	Drama, Fantasy, Romance
Day Watch	6.5	Action, Fantasy, Thriller
Europa Report	6.5	Drama, Mystery, Sci-Fi
Fatima	6.5	Drama, Family
FernGully: The Last Rainforest	6.5	Animation, Adventure, Family
Genius	6.5	Biography, Drama
Happy Feet	6.5	Animation, Comedy, Family
Hellbound: Hellraiser II	6.5	Horror, Thriller
Hieronymus Bosch: Touched by the Devil	6.5	Documentary
In the Land of Women	6.5	Comedy, Drama, Romance
King's Faith	6.5	Drama
Kung Fu Killer	6.5	Action, Drama
Leap Year	6.5	Comedy, Romance
Lovesong	6.5	Drama
Night Watch	6.5	Action, Fantasy, Horror
Sin City: A Dame to Kill For	6.5	Action, Crime, Thriller
Stake Land	6.5	Drama, Horror, Sci-Fi
Staying Vertical	6.5	Comedy, Drama
Stretch	6.5	Comedy, Crime
The Awakening	6.5	Horror, Thriller
The Double	6.5	Comedy, Drama, Thriller
The Giver	6.5	Drama, Romance, Sci-Fi
The Other Sister	6.5	Comedy, Drama, Romance
The Punisher	6.5	Action, Crime, Drama
The Taking of Tiger Mountain	6.5	Action, Adventure, Biography
Time Lapse	6.5	Sci-Fi, Thriller
Trolls	6.5	Animation, Adventure, Comedy
Veronika Decides to Die	6.5	Drama, Romance
Vizontele Tuuba	6.5	Comedy, Drama
Anna Karenina	6.6	Drama, Romance
Antz	6.6	Animation, Adventure, Comedy
Armageddon	6.6	Action, Adventure, Sci-Fi
Battle for Terra	6.6	Animation, Action, Adventure
Bridget Jones's Baby	6.6	Comedy, Romance
Christine	6.6	Horror
Citizen Koch	6.6	Documentary, Drama
Curious George	6.6	Animation, Adventure, Comedy
Experimenter	6.6	Biography, Drama, History
Extraction	6.6	Drama, Sci-Fi
Frontera	6.6	Drama, Thriller, Western
GMO OMG	6.6	Documentary
Gimme the Loot	6.6	Comedy, Crime, Drama
Hands of Stone	6.6	Action, Biography, Drama
Hoffa	6.6	Biography, Crime, Drama
Hush	6.6	Horror, Thriller
J. Edgar	6.6	Biography, Crime, Drama
Jackass: The Movie	6.6	Documentary, Action, Comedy
Last Night	6.6	Drama, Romance
Meek's Cutoff	6.6	Drama, Western
Northern Limit Line	6.6	Drama, War
Promised Land	6.6	Drama
Southside with You	6.6	Biography, Drama, History
Spanish Affair	6.6	Comedy, Romance
Strayed	6.6	Drama, Romance, War
Take This Waltz	6.6	Comedy, Drama
Tears of the Sun	6.6	Action, Drama, Thriller
The Immigrant	6.6	Drama, Romance
The Interview	6.6	Comedy
The Manchurian Candidate	6.6	Drama, Mystery, Sci-Fi
The Pirate Fairy	6.6	Animation, Adventure, Family
The Secret Life of Pets	6.6	Animation, Adventure, Comedy
The Snowtown Murders	6.6	Biography, Crime, Drama
The Trip to Italy	6.6	Comedy, Drama
The Wonders	6.6	Drama
Underdogs	6.6	Animation, Adventure, Family
Zack and Miri Make a Porno	6.6	Comedy, Romance
Bridget Jones's Diary	6.7	Comedy, Drama, Romance
Cairo Time	6.7	Drama, Romance
Can't Buy Me Love	6.7	Comedy, Drama, Romance
Clouds of Sils Maria	6.7	Drama
Eva	6.7	Drama, Fantasy, Sci-Fi
Gold	6.7	Adventure, Drama, Thriller
Hotel Transylvania 2	6.7	Animation, Comedy, Family
Liberal Arts	6.7	Comedy, Drama, Romance
Life	6.7	Horror, Sci-Fi, Thriller
Madagascar: Escape 2 Africa	6.7	Animation, Action, Adventure
Match	6.7	Comedy, Drama
My Best Friend	6.7	Comedy
Newtown	6.7	Documentary
Other People	6.7	Comedy, Drama
Police Academy	6.7	Comedy
Pontypool	6.7	Fantasy, Horror
Project X	6.7	Comedy
Redirected	6.7	Action, Comedy, Crime
Reservation Road	6.7	Crime, Drama, Thriller
Safe Haven	6.7	Drama, Romance, Thriller
Salinger	6.7	Documentary
Saving Mr. Wu	6.7	Action, Crime, Drama
Seeking a Friend for the End of the World	6.7	Adventure, Comedy, Drama
Singham	6.7	Action, Crime, Drama
Something's Gotta Give	6.7	Comedy, Drama, Romance
Songs My Brothers Taught Me	6.7	Drama
Spring	6.7	Horror, Romance, Sci-Fi
Tanu Weds Manu	6.7	Comedy, Drama, Romance
The Beaver	6.7	Drama
The Daughter	6.7	Drama
The Invitation	6.7	Drama, Mystery, Thriller
The Kind Words	6.7	Drama
These Final Hours	6.7	Drama, Sci-Fi, Thriller
This Must Be the Place	6.7	Comedy, Drama
Today's Special	6.7	Comedy
Turbo Kid	6.7	Action, Adventure, Comedy
Your Sister's Sister	6.7	Comedy, Drama
A Monster in Paris	6.8	Animation, Adventure, Comedy
As I Open My Eyes	6.8	Drama
Atlantis: The Lost Empire	6.8	Animation, Action, Adventure
Cheap Thrills	6.8	Comedy, Crime, Drama
Cold In July	6.8	Crime, Thriller
Comet	6.8	Comedy, Drama, Romance
Danny Says	6.8	Documentary, Animation, Biography
Don't Think Twice	6.8	Comedy, Drama
Emma	6.8	Comedy, Drama, Romance
Great Expectations	6.8	Drama, Romance
Hellboy	6.8	Action, Fantasy, Horror
Housebound	6.8	Comedy, Horror, Mystery
Little Men	6.8	Drama, Family
Man Up	6.8	Comedy, Drama, Romance
Mary Kom	6.8	Biography, Drama, Sport
Mountains May Depart	6.8	Drama, Romance
Mujhse Shaadi Karogi	6.8	Comedy, Romance
Night Train to Lisbon	6.8	Mystery, Romance, Thriller
No Escape	6.8	Action, Thriller
Outrage	6.8	Crime, Drama
Pete's Dragon	6.8	Adventure, Family, Fantasy
Presenting Princess Shaw	6.8	Documentary, Music
Reality	6.8	Comedy, Drama
Sleepwalk With Me	6.8	Comedy
Sliding Doors	6.8	Comedy, Drama, Fantasy
Starlet	6.8	Drama
Steve Jobs: One Last Thing	6.8	Documentary, Biography
Super	6.8	Comedy, Drama
Tallulah	6.8	Comedy, Drama, Romance
Tenacious D in The Pick of Destiny	6.8	Adventure, Comedy, Music
The Babadook	6.8	Drama, Horror
The Crucible	6.8	Drama, History
The Curse of the Jade Scorpion	6.8	Comedy, Crime, Mystery
The Finest Hours	6.8	Action, Drama, History
The Galapagos Affair: Satan Came to Eden	6.8	Documentary, Biography, Crime
The Hunter	6.8	Adventure, Drama, Thriller
The Perfect Host	6.8	Comedy, Crime, Thriller
The Salvation	6.8	Drama, Western
The Son of Joseph	6.8	Drama
Trouble with the Curve	6.8	Drama, Sport
U Turn	6.8	Crime, Drama, Thriller
Young & Beautiful	6.8	Drama, Romance
Adventures in Babysitting	6.9	Action, Adventure, Comedy
An American Tail	6.9	Animation, Comedy, Drama
Basic Instinct	6.9	Drama, Mystery, Thriller
Before We Go	6.9	Comedy, Drama, Romance
Brotherly Love	6.9	Drama
Cool Runnings	6.9	Adventure, Comedy, Family
Dolphin Tale	6.9	Drama, Family
Don't Call Me Son	6.9	Drama
Don't Stop Believin': Everyman's Journey	6.9	Documentary, Music
Exam	6.9	Mystery, Thriller
Girlhood	6.9	Drama
Homeward Bound: The Incredible Journey	6.9	Adventure, Comedy, Drama
It Follows	6.9	Horror, Mystery
Kaho Naa Pyaar Hai	6.9	Action, Crime, Romance
Keep Quiet	6.9	Documentary
Madagascar	6.9	Animation, Adventure, Comedy
Neon Bull	6.9	Drama
Odd Thomas	6.9	Comedy, Fantasy, Horror
Raiders!: The Story of the Greatest Fan Film Ever Made	6.9	Documentary, Adventure, Biography
Saving Banksy	6.9	Documentary, News
Silver Streak	6.9	Action, Comedy, Crime
Suite Française	6.9	Drama, Romance, War
Sunshine Superman	6.9	Documentary, Biography, Sport
Take Me Home	6.9	Comedy, Romance
The Debt	6.9	Drama, Thriller
The Ref	6.9	Comedy, Crime, Drama
The Reluctant Fundamentalist	6.9	Drama, Thriller
The Road to El Dorado	6.9	Animation, Adventure, Comedy
The Search for General Tso	6.9	Documentary, Comedy, History
The Stanford Prison Experiment	6.9	Biography, Drama, History
The Summit	6.9	Documentary, Adventure
Theo Who Lived	6.9	Documentary
What Our Fathers Did: A Nazi Legacy	6.9	Documentary, History
White God	6.9	Drama, Thriller
World's Greatest Dad	6.9	Comedy, Drama
A Pigeon Sat on a Branch Reflecting on Existence	7.0	Comedy, Drama
Alan Partridge	7.0	Comedy, Crime
An Unfinished Life	7.0	Drama
Big Eyes	7.0	Biography, Crime, Drama
Black Snake Moan	7.0	Drama, Music
Bob Roberts	7.0	Comedy, Drama
Burn After Reading	7.0	Comedy, Drama
Camp X-Ray	7.0	Drama, War
Chicken Run	7.0	Animation, Adventure, Comedy
Flash of Genius	7.0	Biography, Drama
Frank	7.0	Comedy, Drama, Music
Get the Gringo	7.0	Action, Crime, Drama
Gomorrah	7.0	Crime, Drama
Hellraiser	7.0	Horror, Thriller
I Am Love	7.0	Drama, Romance
I Don't Feel at Home in This World Anymore	7.0	Comedy, Crime, Drama
It's Only the End of the World	7.0	Drama
Mean Girls	7.0	Comedy
National Bird	7.0	Documentary
One Day	7.0	Drama, Romance
Pee-wee's Big Adventure	7.0	Adventure, Comedy, Family
Ravenous	7.0	Fantasy, Horror, Thriller
Somm	7.0	Documentary
Tangerine	7.0	Comedy, Crime, Drama
The Emperor's New Clothes	7.0	Comedy, Drama, Romance
The Grand Seduction	7.0	Comedy
The Magic of Belle Isle	7.0	Comedy, Drama
The Prince of Egypt	7.0	Animation, Adventure, Drama
The Trip	7.0	Comedy, Drama
The Wolfpack	7.0	Documentary, Biography
Tinker Bell and the Great Fairy Rescue	7.0	Animation, Adventure, Family
Trollhunter	7.0	Drama, Fantasy, Horror
Tropic Thunder	7.0	Action, Comedy
Trust	7.0	Crime, Drama, Thriller
Under the Shadow	7.0	Horror, War
Welcome to Leith	7.0	Documentary, Thriller
Winter in Wartime	7.0	Drama, History, War
1,000 Times Good Night	7.1	Drama, War
5 to 7	7.1	Comedy, Drama, Romance
Alive	7.1	Adventure, Biography, Drama
Anastasia	7.1	Animation, Adventure, Drama
Babies	7.1	Documentary
Balto	7.1	Animation, Adventure, Drama
Breathe	7.1	Drama
Bronson	7.1	Action, Biography, Crime
Brubaker	7.1	Crime, Drama
Dragon	7.1	Action, Crime, Drama
Dressed to Kill	7.1	Mystery, Thriller
Drunk Stoned Brilliant Dead: The Story of the National Lampoon	7.1	Documentary, Biography, Comedy
Filth	7.1	Comedy, Crime, Drama
